Manufacturer,Model,Engine size,Fuel type,Price
VW,Passat,1.4,Diesel,7857
VW,Passat,1.4,Diesel,11437
VW,Passat,1.8,Petrol,30357
Ford,Fiesta,1.0,Petrol,13251
VW,Passat,2.0,Diesel,6410
Ford,Mondeo,2.0,Hybrid,12012
Ford,Fiesta,1.4,Petrol,2865
VW,Polo,2.0,Petrol,2217
Toyota,RAV4,1.8,Petrol,26862
Ford,Mondeo,1.6,Diesel,8826
Ford,Fiesta,1.4,Petrol,3303
Toyota,Yaris,1.2,Hybrid,10560
VW,Golf,1.4,Hybrid,5113
Ford,Fiesta,1.2,Petrol,944
BMW,X3,2.0,Diesel,7456
VW,Passat,1.6,Petrol,24826
VW,Polo,2.0,Petrol,4293
Toyota,Prius,1.4,Hybrid,3515
Ford,Mondeo,2.0,Hybrid,4382
Ford,Fiesta,1.0,Petrol,4734
Toyota,RAV4,1.8,Hybrid,14352
Toyota,RAV4,1.8,Hybrid,11340
Toyota,Prius,1.8,Hybrid,46140
Ford,Mondeo,1.8,Hybrid,28118
BMW,X3,2.4,Diesel,6078
Ford,Fiesta,1.4,Petrol,9374
Toyota,Prius,1.0,Hybrid,8835
Toyota,Prius,1.8,Hybrid,7249
Ford,Focus,1.6,Diesel,12948
Ford,Mondeo,1.6,Diesel,3826
BMW,Z4,2.4,Petrol,46462
VW,Polo,2.0,Petrol,3708
BMW,M5,4.4,Petrol,156139
VW,Passat,2.0,Petrol,20735
Ford,Fiesta,1.2,Petrol,16762
VW,Passat,1.4,Diesel,1442
Ford,Focus,2.0,Petrol,1642
Ford,Mondeo,1.4,Diesel,25947
Ford,Fiesta,1.2,Petrol,4746
VW,Golf,1.6,Hybrid,20996
Ford,Focus,2.0,Diesel,14823
Toyota,Prius,1.8,Hybrid,2438
VW,Passat,1.4,Diesel,5955
VW,Passat,1.4,Diesel,48191
Ford,Focus,2.0,Petrol,20106
VW,Passat,1.6,Diesel,5380
Ford,Focus,1.0,Petrol,15467
Ford,Mondeo,1.8,Diesel,7904
Porsche,911,3.0,Petrol,2650
Toyota,Yaris,1.4,Hybrid,6316
VW,Polo,1.4,Petrol,26437
VW,Golf,1.2,Petrol,18036
BMW,X3,2.4,Diesel,10600
Ford,Fiesta,1.2,Petrol,5444
Toyota,Yaris,1.2,Petrol,12526
Toyota,RAV4,2.4,Petrol,44557
VW,Passat,2.0,Diesel,5888
Ford,Focus,2.0,Petrol,3399
BMW,Z4,3.0,Petrol,2052
VW,Polo,1.0,Petrol,4940
Toyota,Yaris,1.4,Hybrid,2442
VW,Passat,1.8,Petrol,3038
Porsche,Cayenne,4.0,Petrol,25782
BMW,M5,4.4,Petrol,3841
Porsche,Cayenne,3.5,Petrol,49803
Ford,Focus,1.8,Petrol,10915
Toyota,Prius,1.8,Hybrid,3075
Ford,Mondeo,1.4,Diesel,18332
Toyota,Prius,1.4,Hybrid,10000
VW,Polo,1.4,Petrol,2457
Ford,Focus,1.0,Petrol,1279
VW,Passat,1.4,Diesel,28449
VW,Golf,1.4,Petrol,2892
VW,Polo,1.6,Petrol,14834
Ford,Mondeo,1.8,Diesel,16565
Ford,Focus,1.4,Petrol,22386
VW,Passat,1.8,Diesel,2041
Ford,Focus,1.6,Petrol,20142
BMW,X3,3.0,Diesel,3544
Ford,Mondeo,2.0,Diesel,7836
VW,Polo,1.4,Petrol,12174
Ford,Fiesta,1.4,Petrol,2218
VW,Golf,1.8,Petrol,8150
Porsche,718 Cayman,2.0,Petrol,32024
Ford,Focus,1.6,Petrol,3498
VW,Polo,1.4,Petrol,28708
VW,Polo,1.4,Petrol,6375
Porsche,Cayenne,2.6,Petrol,3145
Toyota,Yaris,1.4,Petrol,4984
Ford,Focus,1.6,Petrol,33683
Ford,Focus,1.6,Hybrid,18094
Ford,Mondeo,1.4,Diesel,5666
Ford,Mondeo,2.0,Diesel,3927
Ford,Fiesta,1.4,Petrol,10538
Toyota,Yaris,1.2,Petrol,22305
VW,Golf,1.4,Petrol,833
Ford,Focus,1.6,Petrol,31505
Ford,Focus,2.0,Petrol,8832
Toyota,Prius,1.8,Hybrid,23159
VW,Passat,1.4,Diesel,7225
VW,Passat,2.0,Diesel,14559
Ford,Focus,2.0,Petrol,15488
VW,Passat,1.8,Petrol,10002
VW,Polo,1.4,Petrol,2568
VW,Passat,2.0,Diesel,6664
Ford,Focus,1.8,Diesel,15780
Porsche,911,2.2,Petrol,74311
Toyota,RAV4,2.4,Hybrid,29214
Toyota,Yaris,1.2,Hybrid,22449
VW,Polo,1.6,Diesel,23765
Porsche,718 Cayman,4.0,Petrol,19887
VW,Golf,2.0,Petrol,25462
Toyota,RAV4,2.0,Hybrid,13092
Toyota,Prius,1.8,Hybrid,19593
VW,Polo,1.4,Petrol,3418
Toyota,Prius,1.8,Hybrid,6857
Toyota,Yaris,1.4,Petrol,6131
Toyota,Yaris,1.2,Hybrid,402
VW,Polo,2.0,Petrol,16563
BMW,M5,5.0,Petrol,122834
Porsche,718 Cayman,2.4,Petrol,62723
Toyota,Prius,1.0,Hybrid,1499
Toyota,Prius,1.4,Hybrid,3595
VW,Passat,1.6,Diesel,27756
VW,Passat,1.4,Diesel,32937
Toyota,Prius,1.8,Hybrid,1482
Ford,Fiesta,1.4,Hybrid,32554
BMW,Z4,2.4,Petrol,7785
Toyota,Prius,1.0,Hybrid,2053
VW,Passat,1.6,Diesel,6593
VW,Polo,1.6,Petrol,8074
BMW,M5,5.0,Petrol,3757
VW,Golf,1.8,Petrol,7970
Toyota,Prius,1.0,Hybrid,11558
Toyota,Yaris,1.0,Petrol,1015
VW,Passat,1.8,Diesel,3494
Porsche,Cayenne,4.0,Diesel,55220
Ford,Focus,1.8,Petrol,29261
VW,Passat,1.4,Diesel,20178
Toyota,RAV4,2.4,Petrol,2534
VW,Polo,2.0,Petrol,2808
VW,Polo,1.2,Petrol,5148
Toyota,Yaris,1.2,Hybrid,6643
Toyota,Prius,1.0,Hybrid,2645
Toyota,Prius,1.4,Hybrid,1379
VW,Polo,1.2,Petrol,19253
Ford,Fiesta,1.0,Petrol,7827
VW,Polo,1.2,Petrol,5182
VW,Polo,2.0,Petrol,3753
Ford,Mondeo,2.0,Diesel,8493
Ford,Fiesta,1.4,Petrol,2417
BMW,M5,5.0,Petrol,109168
Toyota,RAV4,2.0,Hybrid,6303
VW,Passat,1.6,Diesel,749
BMW,Z4,2.2,Petrol,8209
Porsche,911,2.2,Petrol,94831
Toyota,Yaris,1.4,Petrol,942
Toyota,Yaris,1.4,Hybrid,12187
BMW,X3,2.4,Petrol,22658
Ford,Focus,1.4,Petrol,22804
Ford,Fiesta,1.4,Petrol,1818
VW,Polo,1.0,Diesel,8140
Ford,Mondeo,1.6,Petrol,4621
VW,Golf,1.8,Hybrid,5339
VW,Polo,1.6,Diesel,330
BMW,M5,4.0,Petrol,9906
VW,Passat,1.4,Petrol,1853
Ford,Focus,1.4,Petrol,9856
Ford,Focus,1.0,Hybrid,24016
Toyota,Yaris,1.2,Petrol,2127
Toyota,Yaris,1.0,Hybrid,9867
VW,Passat,1.4,Diesel,1313
Toyota,Yaris,1.4,Petrol,1901
Ford,Focus,1.8,Petrol,5615
Toyota,Prius,1.0,Hybrid,5919
Ford,Focus,2.0,Petrol,7492
Toyota,Yaris,1.4,Hybrid,4600
Ford,Focus,1.8,Diesel,31914
BMW,M5,4.0,Petrol,3677
VW,Polo,1.4,Petrol,1424
VW,Golf,1.2,Diesel,25561
Ford,Mondeo,2.0,Diesel,2206
Toyota,RAV4,1.8,Hybrid,3138
BMW,Z4,2.4,Petrol,9299
Ford,Focus,1.6,Petrol,5825
Toyota,Yaris,1.4,Hybrid,10339
Toyota,Prius,1.4,Hybrid,27279
Ford,Fiesta,1.0,Petrol,798
Ford,Focus,2.0,Petrol,28344
BMW,X3,3.0,Diesel,52673
VW,Polo,1.2,Petrol,2418
Ford,Focus,1.8,Petrol,16564
VW,Passat,1.6,Diesel,6118
Toyota,RAV4,2.0,Hybrid,11073
Ford,Mondeo,1.6,Diesel,13407
Porsche,911,3.0,Petrol,9945
Toyota,Yaris,1.4,Petrol,23135
VW,Golf,1.2,Petrol,6765
VW,Polo,1.2,Petrol,1204
Ford,Mondeo,1.4,Diesel,26037
VW,Golf,2.0,Petrol,8730
Ford,Mondeo,2.0,Diesel,32864
Ford,Mondeo,2.0,Diesel,2752
Ford,Mondeo,1.4,Diesel,32880
VW,Passat,1.6,Diesel,7765
VW,Polo,1.4,Petrol,10057
Porsche,911,3.5,Petrol,18779
BMW,Z4,2.4,Petrol,4582
Ford,Mondeo,1.6,Petrol,33862
VW,Golf,2.0,Petrol,24619
Ford,Focus,1.8,Diesel,6669
BMW,Z4,2.2,Petrol,32374
Ford,Fiesta,1.0,Petrol,2213
Ford,Fiesta,1.4,Petrol,4583
BMW,M5,4.4,Petrol,22997
Toyota,Yaris,1.4,Petrol,915
Porsche,Cayenne,2.6,Diesel,57428
VW,Golf,1.4,Petrol,25880
VW,Passat,1.6,Diesel,27953
Toyota,Prius,1.0,Hybrid,9802
VW,Golf,1.6,Diesel,29932
Ford,Mondeo,1.6,Diesel,9733
Ford,Mondeo,1.4,Diesel,3917
BMW,X3,2.4,Diesel,19520
Ford,Focus,2.0,Diesel,36553
VW,Polo,1.2,Petrol,14512
Porsche,911,2.6,Petrol,16699
VW,Golf,1.2,Petrol,5835
Ford,Fiesta,1.4,Petrol,4339
VW,Polo,1.6,Petrol,554
Porsche,Cayenne,3.5,Petrol,8938
Ford,Focus,1.0,Petrol,6720
Porsche,911,3.0,Petrol,10884
Porsche,718 Cayman,2.4,Petrol,6170
BMW,M5,4.4,Petrol,112461
VW,Golf,2.0,Diesel,135
Toyota,Prius,1.8,Hybrid,2447
Ford,Fiesta,1.0,Diesel,2829
Toyota,RAV4,2.0,Hybrid,7536
VW,Golf,2.0,Diesel,1617
Ford,Focus,1.8,Diesel,5787
Ford,Mondeo,1.6,Diesel,2489
BMW,Z4,3.0,Petrol,21888
Toyota,RAV4,2.4,Hybrid,16523
VW,Passat,1.8,Diesel,10712
Toyota,RAV4,1.8,Hybrid,27083
Ford,Focus,1.4,Diesel,1208
Ford,Fiesta,1.4,Petrol,20260
Ford,Fiesta,1.2,Petrol,1376
VW,Passat,1.6,Diesel,46176
Toyota,Yaris,1.0,Hybrid,29298
Ford,Fiesta,1.0,Petrol,656
Porsche,911,2.2,Petrol,34180
Ford,Fiesta,1.4,Petrol,4546
Ford,Mondeo,1.4,Diesel,14269
VW,Golf,1.4,Petrol,10759
Toyota,Yaris,1.2,Petrol,4334
VW,Polo,1.2,Petrol,5625
Toyota,Prius,1.4,Hybrid,1745
Ford,Focus,2.0,Diesel,33457
Ford,Focus,1.4,Petrol,2900
VW,Golf,2.0,Petrol,26372
Ford,Mondeo,2.0,Diesel,36400
Ford,Fiesta,1.4,Petrol,4397
Porsche,911,2.2,Petrol,30999
VW,Passat,1.4,Diesel,14657
Ford,Fiesta,1.0,Petrol,298
Ford,Mondeo,1.4,Diesel,24234
VW,Golf,1.2,Diesel,10169
Ford,Focus,1.8,Diesel,14646
VW,Golf,2.0,Diesel,15168
Ford,Mondeo,1.6,Diesel,6596
Ford,Focus,1.6,Petrol,4053
BMW,X3,2.0,Diesel,4704
Toyota,Prius,1.4,Hybrid,13128
Toyota,RAV4,2.2,Hybrid,32191
Ford,Focus,1.4,Petrol,1322
Toyota,Prius,1.0,Hybrid,23409
Ford,Mondeo,1.6,Diesel,7282
Toyota,Prius,1.8,Hybrid,12328
VW,Golf,1.6,Diesel,5954
Toyota,Yaris,1.2,Petrol,10907
BMW,M5,4.4,Petrol,47767
Toyota,Prius,1.8,Hybrid,5921
Ford,Focus,1.0,Diesel,2588
VW,Golf,2.0,Diesel,10058
Toyota,RAV4,2.4,Hybrid,2655
Toyota,Yaris,1.2,Petrol,1389
Toyota,Prius,1.0,Hybrid,13563
VW,Polo,1.0,Petrol,3425
VW,Passat,2.0,Diesel,1184
Toyota,RAV4,2.4,Hybrid,25238
VW,Polo,1.2,Petrol,2068
Toyota,Yaris,1.4,Hybrid,22766
Toyota,Prius,1.8,Hybrid,2752
VW,Golf,2.0,Hybrid,32721
VW,Passat,2.0,Petrol,7689
Ford,Fiesta,1.4,Petrol,3718
Porsche,911,3.0,Petrol,100456
VW,Golf,1.2,Petrol,23438
Ford,Focus,1.0,Diesel,6864
Toyota,Yaris,1.0,Hybrid,22858
BMW,X3,2.0,Petrol,1164
Toyota,Yaris,1.4,Hybrid,15633
VW,Golf,1.2,Petrol,4292
VW,Passat,1.8,Diesel,5819
VW,Passat,1.8,Petrol,1295
Ford,Mondeo,1.6,Diesel,49371
VW,Golf,1.2,Petrol,23170
Ford,Mondeo,1.8,Diesel,2931
Toyota,Yaris,1.0,Hybrid,273
BMW,M5,4.4,Petrol,40257
VW,Golf,2.0,Diesel,13880
VW,Passat,1.8,Diesel,2862
VW,Polo,2.0,Petrol,8220
Toyota,Yaris,1.2,Petrol,24376
Porsche,718 Cayman,4.0,Petrol,2588
Toyota,Yaris,1.0,Hybrid,21614
Porsche,911,2.6,Petrol,7413
BMW,M5,4.0,Petrol,71796
Ford,Mondeo,1.8,Hybrid,13146
VW,Polo,2.0,Petrol,17060
VW,Passat,1.4,Diesel,14000
VW,Polo,1.2,Petrol,2351
Porsche,911,2.2,Petrol,7047
BMW,M5,5.0,Petrol,6315
Toyota,Yaris,1.4,Petrol,4147
Porsche,718 Cayman,2.4,Petrol,1807
Toyota,Yaris,1.2,Petrol,1006
Ford,Focus,1.6,Diesel,34995
Toyota,RAV4,2.0,Hybrid,2412
Ford,Mondeo,1.6,Petrol,31147
VW,Polo,1.2,Petrol,1633
Ford,Fiesta,1.4,Petrol,9292
Ford,Mondeo,1.4,Petrol,10654
Ford,Mondeo,2.0,Diesel,6518
Ford,Fiesta,1.4,Petrol,9490
VW,Passat,1.6,Diesel,12407
VW,Golf,2.0,Diesel,46830
Toyota,Prius,1.0,Hybrid,701
Toyota,RAV4,1.8,Hybrid,246
Toyota,Yaris,1.4,Petrol,3656
Ford,Fiesta,1.2,Petrol,1901
VW,Golf,1.4,Petrol,3265
BMW,Z4,3.0,Petrol,44765
Ford,Mondeo,1.8,Diesel,13165
Toyota,Prius,1.0,Hybrid,1736
Ford,Focus,1.8,Petrol,35693
VW,Golf,1.6,Petrol,6385
Toyota,Yaris,1.0,Petrol,930
VW,Golf,1.6,Petrol,3852
VW,Passat,1.8,Diesel,2655
VW,Golf,1.2,Petrol,658
VW,Passat,1.6,Diesel,2705
Toyota,Yaris,1.4,Hybrid,1138
Toyota,Prius,1.0,Hybrid,5830
BMW,X3,2.0,Diesel,47334
Toyota,RAV4,2.2,Hybrid,11492
Ford,Focus,1.4,Diesel,4270
VW,Golf,1.6,Petrol,9225
Toyota,Prius,1.0,Hybrid,3573
Toyota,Yaris,1.4,Hybrid,12762
Toyota,Yaris,1.2,Petrol,8985
VW,Passat,1.4,Diesel,25711
Porsche,Cayenne,3.0,Diesel,1840
BMW,Z4,2.2,Petrol,6979
VW,Passat,1.4,Diesel,1457
BMW,Z4,2.2,Petrol,1303
Ford,Focus,1.4,Petrol,1610
BMW,Z4,2.4,Petrol,1698
Ford,Focus,1.0,Diesel,6555
Toyota,Yaris,1.0,Petrol,827
VW,Golf,1.2,Hybrid,19257
Ford,Fiesta,1.4,Petrol,7592
Toyota,Yaris,1.2,Petrol,2536
Toyota,Prius,1.4,Hybrid,13138
Ford,Focus,1.8,Petrol,27368
Toyota,Yaris,1.0,Petrol,8466
BMW,M5,4.4,Petrol,138395
BMW,X3,3.0,Petrol,7917
Ford,Focus,1.8,Diesel,522
VW,Polo,2.0,Petrol,9884
BMW,X3,2.4,Diesel,7718
Ford,Fiesta,1.4,Petrol,4915
Toyota,RAV4,2.4,Hybrid,8993
Ford,Fiesta,1.0,Petrol,8844
VW,Golf,1.8,Petrol,1764
Porsche,Cayenne,3.0,Petrol,12863
Ford,Focus,2.0,Diesel,21086
VW,Polo,1.6,Diesel,6249
Toyota,Yaris,1.2,Hybrid,5186
Ford,Fiesta,1.2,Petrol,1158
VW,Golf,1.6,Diesel,18740
VW,Passat,1.8,Diesel,8285
Ford,Focus,1.8,Diesel,5909
Ford,Focus,1.6,Diesel,8108
VW,Passat,1.8,Diesel,25765
Ford,Mondeo,1.4,Diesel,4218
Toyota,RAV4,2.4,Hybrid,9691
Toyota,Prius,1.4,Hybrid,24883
BMW,X3,2.0,Diesel,9956
VW,Polo,1.2,Petrol,8380
VW,Polo,2.0,Petrol,4855
VW,Polo,1.0,Petrol,2257
Porsche,Cayenne,4.0,Petrol,1191
VW,Passat,2.0,Petrol,2937
Porsche,718 Cayman,2.0,Petrol,20402
Ford,Mondeo,1.8,Diesel,20273
VW,Golf,2.0,Hybrid,35219
BMW,Z4,2.4,Petrol,24098
Ford,Fiesta,1.2,Petrol,3015
VW,Golf,1.8,Petrol,11328
BMW,X3,3.0,Petrol,22104
BMW,M5,4.4,Petrol,34690
Toyota,RAV4,2.4,Hybrid,55535
Ford,Focus,1.4,Petrol,5767
BMW,Z4,2.0,Petrol,54218
Ford,Mondeo,1.4,Diesel,30045
Toyota,Yaris,1.2,Petrol,13571
Toyota,Yaris,1.2,Hybrid,22870
VW,Passat,1.6,Petrol,4581
Ford,Mondeo,2.0,Diesel,24870
VW,Polo,2.0,Petrol,19240
Ford,Focus,1.0,Petrol,8538
Ford,Fiesta,1.4,Petrol,20028
VW,Polo,1.2,Petrol,16303
Ford,Fiesta,1.4,Petrol,8595
Toyota,Prius,1.4,Hybrid,41726
Toyota,Prius,1.0,Hybrid,982
Ford,Fiesta,1.2,Petrol,10685
Ford,Focus,2.0,Petrol,14867
VW,Passat,1.8,Diesel,27916
Toyota,Yaris,1.4,Petrol,18733
Toyota,Prius,1.4,Hybrid,12390
Ford,Fiesta,1.0,Petrol,2584
VW,Polo,1.4,Petrol,575
BMW,X3,2.0,Petrol,2329
VW,Polo,1.0,Petrol,3858
Porsche,Cayenne,3.0,Petrol,4052
VW,Passat,1.6,Petrol,473
VW,Passat,2.0,Diesel,31772
Porsche,911,2.2,Petrol,4396
Ford,Focus,1.4,Petrol,511
Ford,Focus,1.8,Diesel,15352
Ford,Focus,1.0,Petrol,2015
Toyota,Yaris,1.2,Hybrid,6910
Ford,Fiesta,1.4,Petrol,1917
Toyota,Yaris,1.4,Petrol,7130
Ford,Fiesta,1.4,Petrol,2450
VW,Passat,2.0,Petrol,23780
Ford,Mondeo,2.0,Diesel,45881
VW,Golf,1.6,Diesel,41259
Ford,Mondeo,2.0,Diesel,401
VW,Polo,1.6,Petrol,4105
Ford,Mondeo,1.6,Diesel,21440
Toyota,Yaris,1.4,Hybrid,24524
Toyota,Yaris,1.2,Petrol,18874
VW,Golf,1.4,Diesel,11412
VW,Golf,1.6,Petrol,2809
Ford,Focus,1.0,Petrol,14824
Toyota,Yaris,1.4,Petrol,32181
Toyota,RAV4,1.8,Hybrid,50691
VW,Polo,1.2,Petrol,9432
Ford,Mondeo,2.0,Diesel,49085
Toyota,Yaris,1.0,Petrol,11461
VW,Polo,1.2,Petrol,22005
VW,Golf,1.6,Hybrid,2918
Ford,Mondeo,1.4,Diesel,15806
Ford,Mondeo,1.4,Diesel,6933
BMW,Z4,2.2,Petrol,27366
Ford,Focus,1.0,Petrol,925
Toyota,RAV4,2.0,Hybrid,1132
Toyota,RAV4,2.4,Hybrid,12030
BMW,Z4,2.0,Petrol,43883
Toyota,RAV4,1.8,Hybrid,1639
Toyota,Yaris,1.4,Hybrid,4233
Ford,Focus,1.6,Diesel,2773
Ford,Fiesta,1.4,Petrol,17101
VW,Polo,1.4,Petrol,7293
VW,Golf,1.8,Diesel,1699
BMW,X3,2.4,Petrol,10087
Ford,Focus,1.6,Petrol,4049
Ford,Fiesta,1.4,Petrol,4202
Toyota,Prius,1.8,Hybrid,1913
VW,Polo,1.4,Diesel,3300
Toyota,Yaris,1.4,Petrol,9077
Ford,Fiesta,1.2,Hybrid,8779
Ford,Mondeo,1.6,Diesel,5640
VW,Polo,1.2,Petrol,3192
VW,Polo,1.4,Petrol,1881
Toyota,Yaris,1.0,Petrol,15361
VW,Polo,1.4,Petrol,13297
Toyota,Prius,1.0,Hybrid,5940
Porsche,911,3.5,Petrol,24697
VW,Golf,1.6,Petrol,3410
VW,Passat,1.8,Diesel,2668
Toyota,RAV4,1.8,Petrol,21368
Toyota,RAV4,1.8,Petrol,53360
Toyota,RAV4,2.0,Petrol,20927
Toyota,Yaris,1.2,Hybrid,12518
Ford,Mondeo,1.8,Diesel,41458
Ford,Focus,1.6,Hybrid,24721
Toyota,Yaris,1.2,Hybrid,2867
Ford,Mondeo,1.4,Hybrid,1905
Toyota,Yaris,1.0,Petrol,4881
Toyota,RAV4,1.8,Hybrid,3193
Toyota,RAV4,2.4,Petrol,37490
BMW,Z4,2.4,Petrol,16940
Ford,Focus,1.8,Petrol,1530
VW,Golf,2.0,Petrol,3513
Ford,Mondeo,1.6,Petrol,5513
Ford,Mondeo,1.4,Petrol,16176
Porsche,718 Cayman,4.0,Petrol,14555
VW,Polo,1.4,Petrol,6801
Toyota,Prius,1.4,Hybrid,6321
Toyota,Yaris,1.4,Hybrid,27976
VW,Golf,1.8,Petrol,5856
VW,Passat,1.6,Diesel,14865
Ford,Focus,1.6,Petrol,30429
Porsche,Cayenne,2.6,Diesel,7962
VW,Golf,1.8,Diesel,10310
Ford,Fiesta,1.4,Petrol,711
Toyota,RAV4,2.4,Hybrid,20576
Ford,Mondeo,1.6,Diesel,29711
Toyota,RAV4,1.8,Hybrid,2620
Ford,Fiesta,1.2,Petrol,583
Ford,Focus,1.0,Diesel,5697
VW,Passat,2.0,Petrol,30185
Toyota,Prius,1.0,Hybrid,1190
Porsche,Cayenne,3.5,Petrol,48481
VW,Golf,1.2,Petrol,10736
VW,Passat,2.0,Diesel,36345
Ford,Fiesta,1.4,Petrol,7160
VW,Passat,1.4,Diesel,2825
Ford,Fiesta,1.2,Petrol,5939
Toyota,RAV4,1.8,Petrol,41055
Ford,Focus,1.6,Petrol,5544
Ford,Focus,1.6,Diesel,10623
Porsche,Cayenne,2.6,Petrol,11044
VW,Passat,1.8,Diesel,34463
BMW,M5,4.0,Petrol,2123
BMW,X3,3.0,Diesel,45766
Toyota,Prius,1.0,Hybrid,3359
VW,Polo,1.4,Petrol,15546
Porsche,911,3.0,Petrol,38187
Toyota,Yaris,1.2,Petrol,4208
VW,Golf,1.6,Diesel,10511
Ford,Fiesta,1.0,Petrol,1145
Porsche,718 Cayman,2.4,Petrol,55066
Porsche,Cayenne,3.5,Petrol,56853
Ford,Fiesta,1.0,Petrol,2945
Toyota,RAV4,1.8,Hybrid,65689
Toyota,Prius,1.4,Hybrid,29532
Ford,Mondeo,1.8,Diesel,2504
Porsche,Cayenne,2.6,Diesel,2636
BMW,X3,2.4,Diesel,17298
Porsche,911,3.0,Petrol,6413
VW,Polo,1.0,Petrol,4071
Ford,Mondeo,2.0,Hybrid,2344
Ford,Mondeo,1.4,Hybrid,2717
VW,Passat,1.8,Diesel,5933
VW,Golf,1.2,Diesel,4547
VW,Golf,1.8,Hybrid,31589
VW,Passat,1.6,Diesel,2883
Toyota,Prius,1.8,Hybrid,56510
Toyota,Prius,1.4,Hybrid,1678
Ford,Mondeo,1.6,Diesel,19792
Toyota,Prius,1.0,Hybrid,1269
BMW,X3,2.0,Diesel,9298
VW,Passat,2.0,Diesel,6427
Ford,Fiesta,1.2,Petrol,22659
Toyota,Prius,1.8,Hybrid,19797
Ford,Fiesta,1.2,Petrol,1090
Ford,Fiesta,1.4,Petrol,1805
Toyota,Prius,1.0,Hybrid,4405
Ford,Fiesta,1.2,Petrol,4019
Toyota,Yaris,1.4,Petrol,2621
Toyota,Yaris,1.2,Petrol,1296
VW,Polo,1.2,Petrol,8131
Toyota,Yaris,1.0,Hybrid,14345
VW,Passat,1.6,Diesel,1008
Ford,Mondeo,2.0,Diesel,4493
Toyota,RAV4,1.8,Hybrid,870
Toyota,Prius,1.8,Hybrid,3785
Porsche,Cayenne,3.0,Petrol,42698
VW,Golf,2.0,Hybrid,1211
Ford,Fiesta,1.2,Petrol,1906
Toyota,RAV4,1.8,Hybrid,5807
VW,Passat,2.0,Petrol,32647
Ford,Mondeo,1.8,Diesel,6647
Ford,Mondeo,1.4,Petrol,10016
VW,Passat,1.8,Diesel,13322
BMW,Z4,3.0,Petrol,5334
Toyota,Yaris,1.2,Hybrid,14875
Ford,Focus,1.8,Petrol,4446
Ford,Mondeo,2.0,Diesel,3592
Ford,Focus,1.4,Diesel,22649
VW,Polo,1.6,Petrol,588
Porsche,718 Cayman,2.0,Petrol,34888
BMW,X3,2.0,Diesel,2614
Toyota,Prius,1.4,Hybrid,3464
Toyota,Prius,1.4,Hybrid,17188
Ford,Fiesta,1.4,Hybrid,30639
Ford,Mondeo,1.6,Diesel,4911
Toyota,RAV4,2.2,Hybrid,5999
Toyota,Prius,1.0,Hybrid,28381
VW,Polo,1.0,Petrol,8521
Ford,Mondeo,1.4,Diesel,1454
BMW,M5,4.4,Petrol,11506
VW,Golf,1.2,Petrol,18532
Porsche,718 Cayman,4.0,Petrol,4514
Porsche,Cayenne,4.0,Petrol,7907
Ford,Mondeo,1.8,Diesel,5821
VW,Passat,1.4,Diesel,4757
Toyota,RAV4,2.4,Hybrid,23510
VW,Golf,1.6,Petrol,3890
VW,Golf,1.8,Petrol,5828
VW,Golf,2.0,Petrol,7357
VW,Passat,2.0,Diesel,30736
Ford,Fiesta,1.4,Petrol,1194
Porsche,911,3.0,Petrol,52796
VW,Polo,1.0,Petrol,2319
Ford,Mondeo,1.8,Diesel,39258
Ford,Fiesta,1.2,Petrol,2329
VW,Golf,1.6,Petrol,18334
Toyota,Yaris,1.4,Hybrid,13065
Ford,Focus,1.4,Petrol,30119
Porsche,911,3.0,Petrol,51006
BMW,M5,5.0,Petrol,22474
Ford,Mondeo,1.4,Diesel,4051
Toyota,RAV4,2.4,Petrol,5383
VW,Polo,1.0,Petrol,261
Toyota,Yaris,1.0,Hybrid,36433
Toyota,Prius,1.8,Hybrid,5487
VW,Passat,1.6,Diesel,11509
Porsche,911,3.5,Petrol,15965
Ford,Focus,1.4,Petrol,1144
Ford,Fiesta,1.4,Petrol,20336
Toyota,RAV4,1.8,Hybrid,14986
VW,Golf,2.0,Diesel,4271
Ford,Fiesta,1.2,Petrol,22449
Toyota,Yaris,1.4,Petrol,32277
Toyota,RAV4,2.0,Hybrid,6402
Ford,Focus,2.0,Petrol,39072
Porsche,718 Cayman,2.4,Petrol,6194
VW,Passat,1.8,Diesel,38765
VW,Polo,2.0,Petrol,1715
Ford,Mondeo,1.8,Diesel,32619
Toyota,Yaris,1.2,Petrol,850
Ford,Mondeo,1.8,Hybrid,4777
Toyota,RAV4,2.2,Hybrid,71328
BMW,Z4,3.0,Petrol,8186
Ford,Fiesta,1.0,Petrol,876
Ford,Focus,1.0,Petrol,20999
VW,Passat,1.8,Diesel,11644
Toyota,Yaris,1.0,Hybrid,1272
BMW,Z4,2.0,Petrol,6285
VW,Golf,1.8,Diesel,3497
Ford,Mondeo,1.4,Diesel,27782
Ford,Mondeo,1.4,Petrol,10191
Ford,Focus,1.6,Petrol,9761
BMW,M5,4.0,Petrol,6010
Toyota,Yaris,1.4,Petrol,1396
Porsche,718 Cayman,2.0,Petrol,4475
VW,Golf,2.0,Diesel,9775
Porsche,718 Cayman,2.0,Petrol,54298
VW,Golf,1.6,Diesel,11638
Toyota,Prius,1.8,Hybrid,8258
VW,Golf,1.6,Petrol,23181
BMW,Z4,3.0,Petrol,6476
Ford,Mondeo,2.0,Hybrid,2214
Toyota,RAV4,2.4,Hybrid,18941
Ford,Fiesta,1.0,Petrol,15554
