Manufacturer,Model,Engine size,Fuel type,Price,is_Premium_Brand,Premium_Fuel_Type
Porsche,911,2.2,Petrol,27795,1,0
VW,Golf,1.6,Diesel,27865,0,0
Toyota,Yaris,1.2,Petrol,573,0,0
Porsche,718 Cayman,2.4,Petrol,33708,1,0
Porsche,911,2.2,Petrol,49417,1,0
Toyota,RAV4,2.2,Hybrid,5130,0,1
VW,Polo,1.0,Petrol,9003,0,0
BMW,M5,4.4,Petrol,7305,1,0
VW,Passat,1.8,Diesel,1106,0,0
Ford,Focus,2.0,Petrol,2113,0,0
Ford,Focus,1.4,Petrol,10841,0,0
VW,Polo,1.2,Petrol,18684,0,0
Toyota,Yaris,1.0,Petrol,561,0,0
VW,Passat,1.6,Diesel,4052,0,0
VW,Golf,1.4,Petrol,6056,0,0
VW,Passat,1.6,Diesel,3127,0,0
VW,Polo,1.0,Petrol,4439,0,0
BMW,Z4,2.4,Petrol,980,1,0
Ford,Mondeo,1.4,Diesel,45895,0,0
Ford,Fiesta,1.2,Petrol,12125,0,0
Ford,Fiesta,1.2,Petrol,26047,0,0
Toyota,RAV4,2.2,Hybrid,15766,0,1
Toyota,Yaris,1.0,Petrol,397,0,0
VW,Golf,1.4,Petrol,12432,0,0
BMW,Z4,2.2,Petrol,3314,1,0
Toyota,Yaris,1.4,Petrol,12825,0,0
Toyota,RAV4,1.8,Petrol,2266,0,0
VW,Golf,1.4,Diesel,29442,0,0
BMW,Z4,2.2,Petrol,8769,1,0
VW,Passat,1.8,Diesel,1664,0,0
Ford,Fiesta,1.2,Petrol,19454,0,0
VW,Passat,1.4,Diesel,15957,0,0
Ford,Focus,1.8,Petrol,9330,0,0
Ford,Focus,1.4,Petrol,2290,0,0
Ford,Focus,1.4,Petrol,1271,0,0
Ford,Mondeo,2.0,Diesel,25822,0,0
VW,Polo,1.6,Petrol,8225,0,0
Ford,Mondeo,1.4,Hybrid,21320,0,1
Toyota,RAV4,2.0,Hybrid,16657,0,1
Ford,Mondeo,1.8,Petrol,9080,0,0
Porsche,Cayenne,4.0,Diesel,4080,1,0
Toyota,Prius,1.8,Hybrid,3032,0,1
VW,Passat,2.0,Diesel,810,0,0
Ford,Fiesta,1.0,Hybrid,11189,0,1
Toyota,Prius,1.0,Hybrid,932,0,1
Ford,Fiesta,1.0,Petrol,1032,0,0
Toyota,Yaris,1.0,Hybrid,5012,0,1
VW,Polo,2.0,Petrol,16679,0,0
Toyota,Yaris,1.2,Hybrid,1580,0,1
VW,Passat,1.8,Diesel,3807,0,0
VW,Polo,1.0,Petrol,1168,0,0
BMW,Z4,2.2,Petrol,1045,1,0
Toyota,Prius,1.0,Hybrid,12190,0,1
Ford,Fiesta,1.0,Petrol,9386,0,0
Toyota,Yaris,1.0,Hybrid,8199,0,1
Ford,Mondeo,1.6,Diesel,1112,0,0
BMW,M5,5.0,Petrol,13188,1,0
VW,Golf,1.2,Petrol,2134,0,0
VW,Polo,1.0,Petrol,3734,0,0
Ford,Mondeo,1.4,Diesel,3847,0,0
BMW,M5,4.0,Petrol,12902,1,0
VW,Passat,1.4,Petrol,6696,0,0
VW,Golf,1.2,Petrol,1166,0,0
BMW,Z4,2.0,Petrol,2012,1,0
VW,Passat,1.6,Diesel,15887,0,0
Ford,Fiesta,1.4,Petrol,23889,0,0
VW,Polo,1.4,Petrol,15045,0,0
VW,Polo,1.0,Petrol,1002,0,0
Toyota,RAV4,2.0,Hybrid,51842,0,1
Toyota,RAV4,2.2,Petrol,19072,0,0
VW,Golf,1.8,Petrol,14049,0,0
BMW,Z4,2.4,Petrol,39511,1,0
VW,Polo,2.0,Petrol,2237,0,0
Ford,Focus,1.0,Petrol,1222,0,0
VW,Golf,1.8,Petrol,6308,0,0
Toyota,Prius,1.8,Hybrid,28154,0,1
Ford,Mondeo,1.6,Diesel,295,0,0
Porsche,911,3.5,Petrol,167774,1,0
Porsche,Cayenne,3.5,Petrol,46466,1,0
Ford,Focus,1.4,Petrol,13932,0,0
Ford,Fiesta,1.2,Petrol,5961,0,0
BMW,X3,2.0,Diesel,21924,1,0
BMW,M5,4.0,Petrol,73760,1,0
Ford,Fiesta,1.0,Petrol,16459,0,0
Toyota,RAV4,2.0,Hybrid,70991,0,1
Toyota,Prius,1.4,Hybrid,43705,0,1
Toyota,Yaris,1.0,Hybrid,20193,0,1
Toyota,Prius,1.0,Hybrid,25130,0,1
VW,Passat,1.6,Diesel,10855,0,0
VW,Passat,2.0,Diesel,2182,0,0
Ford,Mondeo,1.6,Diesel,13910,0,0
Toyota,RAV4,1.8,Hybrid,56114,0,1
Toyota,Prius,1.4,Hybrid,10549,0,1
VW,Passat,1.6,Diesel,901,0,0
Ford,Focus,1.8,Petrol,2203,0,0
VW,Passat,2.0,Diesel,42938,0,0
VW,Passat,1.8,Diesel,31462,0,0
Ford,Mondeo,1.4,Hybrid,8966,0,1
Porsche,911,3.5,Petrol,45941,1,0
Ford,Mondeo,1.8,Diesel,5716,0,0
BMW,X3,2.4,Diesel,6855,1,0
Toyota,Prius,1.0,Hybrid,6469,0,1
VW,Passat,2.0,Diesel,44598,0,0
VW,Polo,2.0,Diesel,3300,0,0
BMW,X3,2.0,Diesel,2096,1,0
Toyota,Prius,1.0,Hybrid,32257,0,1
Toyota,Prius,1.4,Hybrid,7956,0,1
VW,Passat,1.8,Diesel,3251,0,0
VW,Polo,1.0,Petrol,15610,0,0
Ford,Fiesta,1.2,Petrol,3367,0,0
VW,Golf,2.0,Diesel,418,0,0
Ford,Focus,1.4,Petrol,13366,0,0
VW,Polo,1.6,Petrol,2966,0,0
Ford,Fiesta,1.4,Petrol,4500,0,0
VW,Polo,1.2,Petrol,1080,0,0
BMW,M5,5.0,Petrol,15769,1,0
Ford,Focus,1.0,Diesel,31987,0,0
Ford,Focus,1.4,Petrol,13876,0,0
Ford,Mondeo,1.8,Diesel,6473,0,0
VW,Passat,2.0,Diesel,3385,0,0
VW,Golf,2.0,Diesel,2561,0,0
Ford,Fiesta,1.2,Petrol,3282,0,0
BMW,Z4,2.4,Petrol,3368,1,0
Toyota,Yaris,1.2,Petrol,447,0,0
Toyota,Yaris,1.2,Hybrid,20118,0,1
Ford,Focus,1.8,Diesel,20315,0,0
BMW,Z4,2.0,Petrol,5988,1,0
VW,Golf,1.8,Petrol,7653,0,0
VW,Golf,1.8,Petrol,15694,0,0
Ford,Focus,1.8,Diesel,2835,0,0
BMW,X3,2.0,Petrol,2981,1,0
Ford,Fiesta,1.0,Petrol,4565,0,0
Ford,Focus,1.4,Petrol,16260,0,0
BMW,M5,5.0,Petrol,7679,1,0
Ford,Mondeo,1.8,Diesel,5320,0,0
VW,Passat,1.8,Petrol,1240,0,0
VW,Passat,2.0,Diesel,7846,0,0
VW,Golf,1.6,Petrol,16219,0,0
VW,Polo,1.6,Petrol,3163,0,0
Toyota,Yaris,1.4,Hybrid,14396,0,1
Porsche,718 Cayman,2.4,Petrol,3105,1,0
Ford,Fiesta,1.4,Petrol,6169,0,0
VW,Polo,1.6,Petrol,8390,0,0
VW,Polo,1.4,Petrol,14751,0,0
Ford,Focus,1.8,Diesel,21265,0,0
VW,Polo,1.4,Petrol,10281,0,0
BMW,Z4,2.2,Petrol,2749,1,0
Toyota,Prius,1.0,Hybrid,20656,0,1
Ford,Focus,1.0,Petrol,16378,0,0
Toyota,Prius,1.4,Hybrid,15968,0,1
Porsche,911,3.5,Petrol,13517,1,0
Ford,Fiesta,1.4,Petrol,16485,0,0
Toyota,Yaris,1.4,Hybrid,15128,0,1
VW,Polo,1.2,Petrol,1961,0,0
Ford,Fiesta,1.4,Petrol,4016,0,0
Toyota,Prius,1.8,Hybrid,7077,0,1
Toyota,RAV4,2.2,Petrol,2674,0,0
VW,Polo,1.4,Petrol,1668,0,0
Ford,Focus,1.0,Petrol,6852,0,0
Ford,Mondeo,1.6,Petrol,14527,0,0
Ford,Mondeo,1.6,Diesel,26230,0,0
Ford,Fiesta,1.4,Hybrid,2336,0,1
VW,Golf,1.4,Petrol,2375,0,0
VW,Polo,1.6,Petrol,2400,0,0
VW,Passat,1.8,Diesel,6969,0,0
Ford,Fiesta,1.0,Petrol,7780,0,0
Ford,Fiesta,1.4,Petrol,5693,0,0
Ford,Fiesta,1.4,Petrol,7560,0,0
Ford,Fiesta,1.2,Petrol,14104,0,0
VW,Golf,1.2,Petrol,321,0,0
Porsche,718 Cayman,2.0,Petrol,14079,1,0
VW,Passat,1.6,Diesel,2088,0,0
VW,Golf,2.0,Diesel,11906,0,0
Toyota,Prius,1.0,Hybrid,2797,0,1
Ford,Fiesta,1.0,Diesel,7478,0,0
Ford,Focus,2.0,Petrol,19491,0,0
Ford,Mondeo,1.6,Diesel,920,0,0
VW,Golf,1.6,Diesel,20271,0,0
Ford,Focus,1.8,Petrol,15440,0,0
BMW,Z4,2.2,Petrol,3893,1,0
Ford,Focus,1.8,Petrol,27048,0,0
Ford,Fiesta,1.2,Petrol,470,0,0
Toyota,Yaris,1.4,Hybrid,25659,0,1
Ford,Mondeo,1.6,Diesel,11673,0,0
Toyota,RAV4,2.2,Hybrid,5179,0,1
BMW,X3,2.4,Diesel,19830,1,0
VW,Golf,1.4,Petrol,629,0,0
Toyota,Prius,1.4,Hybrid,7017,0,1
Ford,Mondeo,2.0,Diesel,11875,0,0
VW,Passat,1.8,Diesel,3475,0,0
BMW,Z4,2.4,Petrol,2538,1,0
BMW,M5,4.4,Petrol,5072,1,0
VW,Golf,1.2,Petrol,2189,0,0
Ford,Focus,2.0,Petrol,28745,0,0
Toyota,Yaris,1.4,Petrol,10016,0,0
VW,Polo,1.6,Petrol,1978,0,0
Ford,Mondeo,1.4,Diesel,19472,0,0
Porsche,Cayenne,4.0,Diesel,5864,1,0
VW,Passat,1.6,Petrol,18487,0,0
Ford,Fiesta,1.0,Petrol,597,0,0
VW,Passat,1.6,Diesel,16444,0,0
Ford,Focus,1.8,Diesel,25603,0,0
VW,Passat,1.6,Diesel,13595,0,0
Toyota,Yaris,1.4,Petrol,1800,0,0
VW,Passat,2.0,Diesel,35144,0,0
Toyota,Yaris,1.2,Petrol,1218,0,0
Toyota,Prius,1.8,Hybrid,1483,0,1
Porsche,718 Cayman,2.4,Petrol,27882,1,0
Ford,Fiesta,1.2,Petrol,7851,0,0
Ford,Fiesta,1.2,Petrol,2529,0,0
Toyota,Prius,1.0,Hybrid,9288,0,1
BMW,X3,2.4,Petrol,2552,1,0
Toyota,Yaris,1.4,Petrol,2070,0,0
Toyota,RAV4,1.8,Hybrid,17361,0,1
Ford,Fiesta,1.2,Petrol,4535,0,0
VW,Golf,1.8,Diesel,2082,0,0
VW,Golf,1.2,Petrol,5246,0,0
VW,Passat,1.6,Diesel,20545,0,0
Ford,Focus,1.4,Diesel,4365,0,0
VW,Polo,1.0,Petrol,2162,0,0
Ford,Mondeo,1.6,Diesel,4295,0,0
VW,Golf,2.0,Petrol,3093,0,0
VW,Passat,1.8,Diesel,19072,0,0
Porsche,911,2.2,Petrol,39394,1,0
BMW,Z4,2.4,Petrol,666,1,0
Ford,Fiesta,1.0,Petrol,9629,0,0
VW,Golf,1.4,Petrol,20854,0,0
VW,Golf,1.2,Hybrid,3030,0,1
VW,Polo,1.4,Petrol,6145,0,0
BMW,Z4,2.2,Petrol,5477,1,0
VW,Polo,1.0,Petrol,2532,0,0
Ford,Mondeo,1.8,Diesel,17051,0,0
Ford,Fiesta,1.4,Diesel,6130,0,0
Ford,Fiesta,1.2,Petrol,5579,0,0
Toyota,Yaris,1.4,Hybrid,9549,0,1
Porsche,718 Cayman,2.4,Petrol,3205,1,0
VW,Passat,1.8,Diesel,15705,0,0
Ford,Mondeo,1.4,Hybrid,18714,0,1
Toyota,Yaris,1.4,Hybrid,12521,0,1
BMW,Z4,3.0,Petrol,18042,1,0
Ford,Focus,1.8,Hybrid,9031,0,1
VW,Passat,1.8,Diesel,5894,0,0
Ford,Mondeo,1.8,Diesel,16086,0,0
VW,Passat,2.0,Petrol,14317,0,0
Ford,Fiesta,1.4,Petrol,1368,0,0
Ford,Mondeo,1.6,Hybrid,38099,0,1
VW,Passat,1.4,Diesel,6664,0,0
VW,Golf,1.4,Petrol,6711,0,0
VW,Golf,1.8,Petrol,4384,0,0
Ford,Fiesta,1.0,Petrol,582,0,0
VW,Passat,1.6,Diesel,28290,0,0
VW,Golf,2.0,Petrol,5467,0,0
BMW,X3,2.0,Diesel,21038,1,0
Porsche,911,3.0,Petrol,12658,1,0
BMW,M5,4.4,Petrol,21713,1,0
Ford,Mondeo,2.0,Diesel,5600,0,0
Ford,Fiesta,1.2,Petrol,16527,0,0
Ford,Mondeo,1.6,Diesel,11589,0,0
Toyota,Prius,1.8,Hybrid,16697,0,1
Ford,Focus,1.6,Petrol,2130,0,0
Ford,Mondeo,2.0,Diesel,3721,0,0
VW,Golf,1.6,Petrol,1548,0,0
BMW,M5,4.0,Petrol,113184,1,0
Toyota,RAV4,2.2,Petrol,6346,0,0
Toyota,Prius,1.8,Hybrid,45671,0,1
BMW,X3,3.0,Diesel,22640,1,0
Ford,Focus,1.0,Petrol,18412,0,0
VW,Polo,1.0,Petrol,4806,0,0
BMW,Z4,2.0,Petrol,37005,1,0
VW,Passat,2.0,Diesel,6202,0,0
Ford,Fiesta,1.0,Petrol,800,0,0
VW,Polo,1.6,Petrol,448,0,0
Toyota,Yaris,1.2,Petrol,9472,0,0
Toyota,Prius,1.8,Hybrid,23365,0,1
VW,Golf,1.2,Petrol,1961,0,0
VW,Passat,1.4,Diesel,4618,0,0
VW,Polo,1.2,Diesel,5281,0,0
Toyota,Prius,1.0,Hybrid,39035,0,1
VW,Polo,1.2,Petrol,14328,0,0
Ford,Mondeo,1.6,Diesel,2758,0,0
Ford,Focus,2.0,Petrol,15281,0,0
Toyota,Prius,1.4,Hybrid,7830,0,1
Ford,Fiesta,1.2,Petrol,1569,0,0
Ford,Mondeo,2.0,Petrol,32672,0,0
VW,Passat,1.4,Diesel,22177,0,0
Porsche,718 Cayman,2.0,Petrol,45012,1,0
Ford,Fiesta,1.4,Petrol,2742,0,0
Ford,Focus,1.0,Petrol,3438,0,0
Ford,Mondeo,1.6,Diesel,1188,0,0
Porsche,718 Cayman,2.4,Petrol,1939,1,0
BMW,M5,5.0,Petrol,92884,1,0
Toyota,Yaris,1.2,Hybrid,1370,0,1
VW,Polo,1.6,Diesel,4401,0,0
Toyota,Prius,1.0,Hybrid,4026,0,1
VW,Golf,1.4,Petrol,7912,0,0
BMW,M5,4.0,Petrol,103610,1,0
Toyota,Yaris,1.2,Petrol,9434,0,0
Toyota,Yaris,1.2,Petrol,14870,0,0
Ford,Mondeo,1.8,Hybrid,43479,0,1
BMW,Z4,2.4,Petrol,17773,1,0
Toyota,RAV4,1.8,Hybrid,21908,0,1
VW,Polo,1.4,Diesel,8215,0,0
Ford,Focus,1.6,Diesel,628,0,0
Toyota,RAV4,2.4,Hybrid,53195,0,1
Toyota,RAV4,1.8,Hybrid,12309,0,1
VW,Polo,2.0,Petrol,16845,0,0
VW,Golf,1.2,Diesel,20699,0,0
Toyota,RAV4,2.4,Hybrid,12579,0,1
Toyota,Prius,1.0,Hybrid,842,0,1
VW,Polo,1.2,Petrol,19578,0,0
VW,Passat,2.0,Diesel,32646,0,0
Ford,Fiesta,1.2,Petrol,9564,0,0
BMW,X3,2.0,Diesel,1553,1,0
VW,Polo,1.2,Petrol,14276,0,0
VW,Golf,1.2,Petrol,4440,0,0
Toyota,Prius,1.8,Hybrid,3169,0,1
VW,Golf,1.4,Diesel,1609,0,0
VW,Passat,1.8,Diesel,21964,0,0
BMW,M5,5.0,Petrol,97516,1,0
Porsche,Cayenne,3.5,Petrol,79790,1,0
Ford,Mondeo,1.8,Hybrid,11708,0,1
Toyota,RAV4,2.2,Petrol,12205,0,0
Toyota,Prius,1.0,Hybrid,6492,0,1
Ford,Mondeo,1.4,Diesel,15765,0,0
Toyota,RAV4,2.4,Petrol,30273,0,0
Ford,Focus,1.6,Diesel,9077,0,0
BMW,M5,5.0,Petrol,1735,1,0
VW,Passat,2.0,Petrol,4132,0,0
Toyota,Prius,1.8,Hybrid,39394,0,1
VW,Passat,1.4,Petrol,17599,0,0
Toyota,Prius,1.8,Hybrid,12891,0,1
Ford,Fiesta,1.4,Petrol,11154,0,0
Ford,Fiesta,1.4,Petrol,22781,0,0
Toyota,Prius,1.4,Hybrid,4165,0,1
Ford,Mondeo,1.4,Diesel,4235,0,0
VW,Polo,1.2,Petrol,1471,0,0
Porsche,911,3.0,Petrol,6746,1,0
Toyota,Yaris,1.2,Hybrid,1394,0,1
Porsche,Cayenne,3.5,Diesel,53536,1,0
Toyota,RAV4,2.4,Hybrid,3232,0,1
Toyota,Prius,1.8,Hybrid,3311,0,1
Ford,Focus,1.0,Petrol,3739,0,0
Ford,Fiesta,1.2,Petrol,3593,0,0
Ford,Mondeo,1.6,Diesel,2289,0,0
Toyota,RAV4,1.8,Hybrid,41167,0,1
Ford,Mondeo,2.0,Diesel,15263,0,0
VW,Golf,2.0,Diesel,12998,0,0
VW,Golf,1.6,Diesel,6272,0,0
Ford,Focus,2.0,Diesel,3812,0,0
Porsche,718 Cayman,2.0,Petrol,13182,1,0
Toyota,RAV4,2.0,Hybrid,18426,0,1
Ford,Focus,1.8,Petrol,44629,0,0
Ford,Focus,1.4,Petrol,1341,0,0
Ford,Focus,2.0,Petrol,14831,0,0
Ford,Focus,1.6,Diesel,8909,0,0
VW,Golf,1.6,Hybrid,10367,0,1
Toyota,RAV4,2.0,Hybrid,8414,0,1
VW,Passat,1.8,Diesel,12098,0,0
VW,Passat,1.4,Petrol,8379,0,0
Toyota,Yaris,1.4,Petrol,1456,0,0
Toyota,Prius,1.0,Hybrid,403,0,1
Porsche,718 Cayman,2.0,Petrol,12049,1,0
VW,Polo,1.4,Petrol,23090,0,0
VW,Passat,1.8,Petrol,5416,0,0
VW,Polo,1.6,Petrol,34380,0,0
VW,Passat,1.6,Diesel,3773,0,0
Toyota,Yaris,1.2,Hybrid,3300,0,1
Porsche,Cayenne,3.0,Petrol,40294,1,0
Toyota,Yaris,1.0,Hybrid,1120,0,1
Toyota,RAV4,1.8,Hybrid,2658,0,1
BMW,Z4,2.4,Petrol,2797,1,0
VW,Polo,1.6,Petrol,9742,0,0
Toyota,Yaris,1.2,Petrol,5283,0,0
Ford,Focus,2.0,Diesel,1490,0,0
BMW,M5,5.0,Petrol,42410,1,0
Toyota,Yaris,1.4,Petrol,3851,0,0
Toyota,Yaris,1.0,Hybrid,7461,0,1
BMW,X3,2.4,Diesel,40174,1,0
Ford,Mondeo,2.0,Diesel,9877,0,0
Toyota,Prius,1.8,Hybrid,3186,0,1
VW,Golf,1.4,Petrol,2821,0,0
VW,Passat,2.0,Diesel,17557,0,0
Toyota,Yaris,1.2,Petrol,11838,0,0
VW,Polo,1.0,Petrol,3910,0,0
Toyota,Yaris,1.0,Petrol,2383,0,0
Ford,Mondeo,2.0,Diesel,15260,0,0
VW,Polo,1.0,Petrol,16806,0,0
Ford,Mondeo,1.8,Diesel,8592,0,0
Ford,Focus,1.6,Diesel,21370,0,0
Toyota,Yaris,1.4,Hybrid,11961,0,1
VW,Golf,1.4,Petrol,4250,0,0
Ford,Focus,1.4,Petrol,5376,0,0
VW,Passat,1.8,Diesel,1386,0,0
Ford,Mondeo,1.4,Diesel,2995,0,0
VW,Golf,1.2,Petrol,3243,0,0
Ford,Mondeo,2.0,Diesel,23201,0,0
VW,Polo,1.2,Petrol,9100,0,0
Ford,Fiesta,1.4,Petrol,19060,0,0
Toyota,Yaris,1.2,Petrol,9083,0,0
Ford,Focus,1.0,Petrol,4128,0,0
BMW,Z4,2.2,Petrol,40013,1,0
VW,Polo,2.0,Petrol,24642,0,0
Porsche,718 Cayman,2.4,Petrol,25274,1,0
VW,Golf,2.0,Diesel,15716,0,0
Ford,Focus,1.8,Petrol,18633,0,0
VW,Polo,1.4,Petrol,1571,0,0
Porsche,718 Cayman,2.0,Petrol,2541,1,0
Ford,Focus,1.8,Petrol,7604,0,0
BMW,X3,3.0,Diesel,25426,1,0
Ford,Mondeo,1.4,Diesel,14783,0,0
Porsche,Cayenne,2.6,Petrol,24689,1,0
Toyota,Yaris,1.0,Hybrid,10326,0,1
BMW,X3,3.0,Diesel,9728,1,0
VW,Passat,1.4,Diesel,9413,0,0
Toyota,RAV4,2.2,Hybrid,52607,0,1
Ford,Mondeo,2.0,Diesel,4555,0,0
BMW,Z4,2.0,Petrol,8763,1,0
Toyota,Yaris,1.4,Hybrid,22172,0,1
Toyota,RAV4,2.2,Hybrid,32335,0,1
BMW,M5,4.0,Petrol,79526,1,0
VW,Passat,1.6,Diesel,2460,0,0
Ford,Focus,1.0,Diesel,33675,0,0
BMW,Z4,3.0,Petrol,7795,1,0
VW,Polo,1.0,Petrol,13802,0,0
VW,Polo,1.2,Petrol,558,0,0
Ford,Focus,1.6,Petrol,8812,0,0
Ford,Focus,1.6,Petrol,31312,0,0
Toyota,Yaris,1.4,Petrol,11852,0,0
Ford,Focus,1.6,Petrol,9224,0,0
Porsche,Cayenne,4.0,Petrol,81104,1,0
VW,Polo,1.4,Petrol,2425,0,0
Toyota,RAV4,2.4,Hybrid,55270,0,1
BMW,M5,4.4,Petrol,10199,1,0
Ford,Fiesta,1.0,Diesel,2862,0,0
Toyota,Prius,1.8,Hybrid,8148,0,1
Ford,Focus,2.0,Petrol,9264,0,0
Ford,Fiesta,1.2,Petrol,4177,0,0
Toyota,RAV4,2.2,Petrol,30612,0,0
Toyota,Prius,1.0,Hybrid,10590,0,1
Ford,Mondeo,1.4,Diesel,32759,0,0
Ford,Mondeo,1.4,Petrol,35647,0,0
Toyota,RAV4,2.0,Hybrid,6755,0,1
Toyota,Yaris,1.2,Hybrid,18432,0,1
Toyota,Prius,1.8,Hybrid,29899,0,1
BMW,X3,3.0,Diesel,35516,1,0
VW,Polo,1.4,Petrol,10998,0,0
BMW,X3,2.0,Diesel,42124,1,0
Ford,Mondeo,2.0,Diesel,13214,0,0
Ford,Mondeo,1.6,Diesel,8367,0,0
VW,Passat,1.6,Diesel,2295,0,0
BMW,X3,2.0,Diesel,2242,1,0
Toyota,Prius,1.0,Hybrid,7502,0,1
BMW,X3,2.4,Diesel,28576,1,0
Toyota,Prius,1.8,Hybrid,19629,0,1
BMW,M5,5.0,Petrol,18130,1,0
Toyota,Prius,1.4,Hybrid,7572,0,1
Toyota,RAV4,2.4,Petrol,44036,0,0
Toyota,Prius,1.0,Hybrid,6223,0,1
Ford,Focus,1.0,Petrol,3021,0,0
Ford,Fiesta,1.2,Petrol,20256,0,0
VW,Golf,1.4,Petrol,1789,0,0
Ford,Mondeo,1.6,Diesel,3265,0,0
VW,Polo,1.6,Petrol,9558,0,0
Toyota,Yaris,1.4,Hybrid,20765,0,1
Ford,Focus,2.0,Diesel,1085,0,0
BMW,Z4,3.0,Petrol,28978,1,0
VW,Golf,1.4,Diesel,24420,0,0
Toyota,RAV4,1.8,Hybrid,49927,0,1
Toyota,Yaris,1.4,Hybrid,13871,0,1
Toyota,Yaris,1.2,Hybrid,16907,0,1
Toyota,RAV4,2.0,Petrol,8205,0,0
Ford,Fiesta,1.2,Petrol,4755,0,0
Ford,Mondeo,1.4,Diesel,13974,0,0
VW,Polo,1.6,Diesel,2106,0,0
BMW,X3,2.4,Petrol,20527,1,0
VW,Golf,1.4,Petrol,3773,0,0
VW,Golf,1.6,Petrol,1208,0,0
Porsche,718 Cayman,2.0,Petrol,26761,1,0
Ford,Focus,1.6,Diesel,17867,0,0
Toyota,RAV4,2.4,Petrol,4654,0,0
Ford,Fiesta,1.0,Petrol,4880,0,0
Toyota,Prius,1.0,Hybrid,4256,0,1
Toyota,RAV4,1.8,Petrol,15864,0,0
Ford,Mondeo,1.4,Hybrid,6485,0,1
Ford,Mondeo,1.6,Diesel,28605,0,0
VW,Passat,1.4,Petrol,38420,0,0
Toyota,RAV4,1.8,Hybrid,11519,0,1
Toyota,RAV4,2.0,Petrol,1364,0,0
VW,Passat,1.6,Diesel,5990,0,0
Ford,Focus,1.4,Petrol,18816,0,0
Ford,Mondeo,1.6,Diesel,14134,0,0
BMW,M5,4.4,Petrol,136739,1,0
Toyota,Prius,1.8,Hybrid,62236,0,1
VW,Passat,1.8,Diesel,3084,0,0
Toyota,Yaris,1.4,Hybrid,33671,0,1
VW,Golf,1.2,Diesel,902,0,0
Toyota,RAV4,2.0,Hybrid,9045,0,1
Ford,Focus,2.0,Petrol,14211,0,0
Ford,Focus,1.0,Diesel,5153,0,0
Ford,Mondeo,2.0,Hybrid,33930,0,1
Toyota,RAV4,1.8,Hybrid,7152,0,1
Porsche,Cayenne,3.0,Petrol,18475,1,0
Ford,Fiesta,1.0,Petrol,12787,0,0
Toyota,RAV4,1.8,Hybrid,10598,0,1
Toyota,Yaris,1.2,Petrol,19619,0,0
BMW,Z4,3.0,Petrol,2693,1,0
VW,Polo,1.2,Petrol,3531,0,0
VW,Polo,2.0,Petrol,10559,0,0
Ford,Fiesta,1.0,Petrol,11592,0,0
BMW,X3,2.0,Diesel,19324,1,0
Porsche,Cayenne,3.0,Diesel,19728,1,0
Ford,Mondeo,2.0,Diesel,7461,0,0
VW,Golf,1.6,Hybrid,1635,0,1
Porsche,Cayenne,4.0,Petrol,30444,1,0
VW,Polo,1.4,Petrol,19905,0,0
VW,Polo,1.6,Petrol,1249,0,0
Ford,Fiesta,1.4,Petrol,23689,0,0
Ford,Mondeo,1.8,Diesel,822,0,0
VW,Passat,1.6,Diesel,28417,0,0
Ford,Mondeo,1.6,Diesel,12278,0,0
Porsche,Cayenne,4.0,Petrol,60617,1,0
BMW,M5,5.0,Petrol,40053,1,0
Porsche,718 Cayman,4.0,Petrol,50177,1,0
VW,Passat,2.0,Petrol,26166,0,0
VW,Passat,1.8,Diesel,2793,0,0
Ford,Fiesta,1.4,Petrol,21979,0,0
Toyota,RAV4,2.2,Petrol,13577,0,0
VW,Golf,2.0,Hybrid,13602,0,1
Ford,Mondeo,1.4,Diesel,41400,0,0
VW,Passat,1.6,Diesel,37871,0,0
Ford,Mondeo,2.0,Diesel,18419,0,0
VW,Golf,2.0,Petrol,912,0,0
VW,Passat,1.8,Diesel,3458,0,0
VW,Polo,1.2,Petrol,23989,0,0
Ford,Focus,2.0,Petrol,21197,0,0
VW,Polo,1.6,Petrol,2670,0,0
Toyota,Prius,1.8,Hybrid,34691,0,1
BMW,M5,4.4,Petrol,6098,1,0
VW,Golf,1.2,Petrol,8534,0,0
VW,Polo,1.2,Petrol,19400,0,0
VW,Polo,1.0,Petrol,895,0,0
Toyota,Yaris,1.0,Hybrid,13121,0,1
VW,Golf,1.4,Petrol,13461,0,0
Ford,Mondeo,1.4,Diesel,18383,0,0
Toyota,Prius,1.0,Hybrid,46418,0,1
VW,Polo,1.6,Petrol,8051,0,0
Porsche,911,3.0,Petrol,21773,1,0
Toyota,Yaris,1.2,Petrol,3036,0,0
Ford,Focus,1.4,Petrol,3986,0,0
Ford,Fiesta,1.0,Petrol,13099,0,0
Ford,Fiesta,1.0,Petrol,338,0,0
VW,Passat,1.4,Diesel,7776,0,0
VW,Polo,1.6,Petrol,3622,0,0
Ford,Mondeo,1.8,Diesel,4436,0,0
BMW,M5,4.0,Petrol,15432,1,0
Toyota,Yaris,1.4,Hybrid,5822,0,1
Ford,Mondeo,1.6,Diesel,23120,0,0
BMW,X3,2.4,Diesel,39855,1,0
Toyota,Yaris,1.4,Hybrid,4604,0,1
Toyota,RAV4,2.0,Hybrid,9225,0,1
VW,Polo,2.0,Petrol,425,0,0
Toyota,Prius,1.8,Hybrid,7511,0,1
Toyota,Prius,1.8,Hybrid,10560,0,1
Ford,Focus,2.0,Diesel,8773,0,0
